"","degree.mst.","ID","closeness_centrality","betweeness_centrality","eigen_centrality","community"
"32",1,"ZNF485",0.00108250451726562,0,0.0365735132466654,3
"33",2,"ADGB",0.00108683102722419,507,0.0409503858801619,3
"34",2,"APOBEC3G",0.00138174010194682,996,0.333836442027868,3
"35",3,"BTF3L4",0.000980062286067947,341,0.0148127655515572,3
"36",1,"CDCA7L",0.000889728096371674,0,0.0044406181027666,3
"37",3,"DIABLO",0.00121841967329988,839,0.122647671496192,3
"38",3,"miR-1468-5p",0.00137943250907699,839,0.37066188693061,4
"39",1,"DOP1B",0.00111949151220628,0,0.0167650011194011,4
"40",3,"LOC105375975",0.00138698007853989,4289,0.144652651973164,4
"41",1,"PES1",0.00120782989357882,0,0.110474414749362,4
